# t		exp		poly		gaus
1.202114		460.337654		-6.626357		2.464051
2.113443		430.429759		-9.477798		0.427001
3.176461		397.953652		-8.777885		5.708535
4.000879		378.157631		-9.997773		3.097950
4.844364		355.108377		-12.334021		7.752454
6.182787		323.111162		-8.984964		10.614861
8.090405		285.266443		-26.269176		3.915595
8.448650		269.487820		-29.531570		13.597075
9.183432		269.499601		-37.444639		5.591160
9.799100		256.430591		-31.277402		2.148246
10.716116		229.611209		-42.907428		0.655819
11.259837		227.980186		-42.117362		11.772453
13.008296		197.982193		-49.011197		5.230999
13.833275		187.300251		-62.752424		22.031702
15.494827		171.466779		-78.125080		21.974932
16.080253		164.218561		-79.811635		25.983503
16.784482		157.315381		-93.539246		28.366979
18.600433		132.134089		-90.262519		39.761342
18.750451		131.911810		-107.747788		41.724443
20.541473		118.438699		-123.072853		53.140821
21.217070		115.682796		-130.497815		65.066842
21.926697		113.028236		-140.145280		68.112222
23.432525		98.758223		-150.370138		85.421382
24.618556		89.571250		-161.653295		100.088443
23.802225		102.713642		-159.557539		92.452978
26.002312		76.484776		-188.980099		120.883826
28.018813		68.372197		-216.127319		149.642478
27.792014		67.109656		-206.224311		144.100819
29.124246		63.916236		-228.923318		163.767319
30.443514		65.159573		-231.647235		184.107969
30.800431		59.558614		-237.606574		194.296037
31.382164		49.034157		-252.184077		207.686107
33.487759		53.568925		-283.159886		257.605896
33.913381		32.558118		-284.654235		254.672860
35.030580		41.897063		-306.616519		280.929331
35.729343		40.748236		-311.597968		297.398295
36.280565		47.205681		-314.326802		312.703017
37.663187		35.675064		-331.529843		343.649913
39.189458		31.405880		-346.918387		374.254570
41.051830		27.933774		-368.133776		413.680654
41.375691		29.838655		-377.539565		418.806390
42.821710		21.049150		-399.569461		436.540634
42.194353		26.890447		-383.099273		424.226435
44.326381		16.761586		-412.982019		461.019163
45.095371		27.103612		-411.457053		475.292470
46.709530		13.735599		-438.158519		482.679973
46.914665		16.331194		-426.356975		491.221731
47.519503		23.635008		-446.100984		494.463855
49.058260		11.581503		-456.926900		489.605821
50.580239		26.965629		-466.499604		501.549519
50.059742		15.007631		-463.640968		505.694210
51.235192		22.146021		-474.252624		500.787625
53.187271		8.086803		-491.696707		486.650106
53.817812		13.095754		-509.561413		476.024098
54.673725		17.319612		-504.851491		478.251198
55.659648		8.518251		-513.204625		455.280193
57.332320		6.792836		-518.229994		435.032048
58.728905		9.112233		-529.161464		406.009883
60.708989		11.840056		-530.520411		381.027801
60.274334		5.129840		-531.617150		377.751192
61.843994		0.423971		-539.872040		345.507103
60.764272		0.303129		-539.205608		376.511743
62.931690		4.443128		-543.198325		329.393159
63.545485		8.497318		-548.835478		309.456250
65.078841		6.583262		-554.230986		278.624095
66.857481		0.398074		-548.689443		251.651299
66.601146		5.552218		-541.116569		250.493744
67.611361		3.272839		-540.488145		237.841117
70.078185		8.593602		-545.484353		183.700518
70.498058		7.766235		-536.114402		165.848178
70.638474		8.133696		-534.754853		171.921317
72.007549		4.616579		-527.758254		144.292516
73.066575		2.675981		-526.665269		123.445077
75.150321		5.692134		-508.982994		89.378970
74.618453		4.327020		-511.128580		108.789335
75.557478		-5.641150		-503.956828		95.588044
76.814283		4.512252		-491.752301		83.370149
77.720782		-2.382628		-487.307389		68.562891
79.583021		1.303413		-457.525093		54.351928
79.870039		-9.097278		-452.454138		55.293070
81.410335		-3.150680		-428.293447		41.018974
81.916475		4.978720		-424.310553		36.271200
83.401455		-5.877917		-405.470981		26.595463
84.644991		5.029211		-375.992317		22.601003
85.398553		5.310466		-364.030477		20.035998
86.051322		-0.850981		-348.274643		18.723836
85.865877		4.320764		-355.792544		17.297333
88.322094		5.566739		-294.231493		15.793206
88.209656		10.725849		-299.249263		3.719419
90.049551		6.204081		-258.534551		6.448380
91.444496		1.096652		-226.976909		11.387634
92.068271		-0.792748		-191.672401		9.964826
92.938754		3.259010		-174.157155		-3.921918
93.324226		-4.493493		-158.551832		-3.398193
94.956501		5.856899		-108.072584		2.415647
95.320214		-6.258832		-95.873484		-2.097351
96.550623		6.777443		-53.666665		2.082966
98.040088		-6.677541		3.107887		5.223448
98.582135		-2.953780		22.107791		5.328690
